IATA,Nome,País,Grau,DC,BC,EC
FKL,Venango Regional Airport,United States,4,0.0006594131223211342,0.0,2.8556829574548398e-05
NBO,Jomo Kenyatta International Airport,Kenya,125,0.020606660072535445,0.005893946473376535,0.005770476804668847
SEU,Seronera Airport,Tanzania,0,0.0,0.0,3.2879294820093764e-76
FTE,El Calafate Airport,Argentina,6,0.0009891196834817012,0.0,3.905479847620547e-05
ARM,Armidale Airport,Australia,2,0.0003297065611605671,0.0,9.614743960786152e-05
GJT,Grand Junction Regional Airport,United States,12,0.0019782393669634025,0.0,0.0015341978020462956
SGU,St George Municipal Airport,United States,4,0.0006594131223211342,0.0,0.00020277092333103542
DWH,David Wayne Hooks Memorial Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SRQ,Sarasota Bradenton International Airport,United States,12,0.0019782393669634025,0.0,0.014387517822672466
BDA,L.F. Wade International International Airport,Bermuda,16,0.002637652489284537,1.984219205665408e-06,0.006419392746161298
VNY,Van Nuys Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MLI,Quad City International Airport,United States,20,0.003297065611605671,0.00011280150278782798,0.008990052359450518
PFN,Panama City-Bay Co International Airport,United States,0,0.0,0.0,3.2879294820093764e-76
HIR,Honiara International Airport,Solomon Islands,36,0.005934718100890208,0.004188659562074667,7.7348593915475e-05
PPT,Faa'a International Airport,French Polynesia,55,0.009066930431915596,0.004866501460031982,0.010033414084404252
INU,Nauru International Airport,Nauru,6,0.0009891196834817012,3.3731726496311934e-05,1.288734586149387e-05
FUN,Funafuti International Airport,Tuvalu,2,0.0003297065611605671,0.0,3.1405718603049335e-08
OVB,Tolmachevo Airport,Russia,103,0.016979887899769206,0.0017050966437068041,0.0009136651495680494
XKH,Xieng Khouang Airport,Laos,2,0.0003297065611605671,0.0,1.5032952695170731e-06
BIS,Bismarck Municipal Airport,United States,10,0.0016485328058028356,0.0,0.0008105088044211505
TEX,Telluride Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
HGN,Mae Hong Son Airport,Thailand,2,0.0003297065611605671,0.0,9.134232921265247e-06
RAP,Rapid City Regional Airport,United States,14,0.0023079459281239697,0.0,0.0014449363214600395
CLD,Mc Clellan-Palomar Airport,United States,2,0.0003297065611605671,0.0,0.0002617387820920416
FNT,Bishop International Airport,United States,16,0.002637652489284537,0.0,0.006695185630976146
DVO,Francisco Bangoy International Airport,Philippines,16,0.002637652489284537,0.0,0.00038087461764808596
FNC,Madeira Airport,Portugal,60,0.009891196834817014,0.0007793904315513686,0.0027572373305196443
STM,Maestro Wilson Fonseca Airport,Brazil,11,0.0018133860863831191,0.000467976740601936,2.3103389846752792e-05
KOS,Sihanoukville International Airport,Cambodia,2,0.0003297065611605671,0.0,3.625549323159554e-06
YOA,Ekati Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
NPE,Hawke's Bay Airport,New Zealand,6,0.0009891196834817012,0.0,1.5551403272584082e-05
LEV,Levuka Airfield,Fiji,0,0.0,0.0,3.2879294820093764e-76
LXA,Lhasa Gonggar Airport,China,28,0.004615891856247939,0.0015847659803714513,0.0033191738224565416
RDD,Redding Municipal Airport,United States,2,0.0003297065611605671,0.0,0.00015312697475735102
EUG,Mahlon Sweet Field,United States,18,0.002967359050445104,0.0,0.003552595225389138
IDA,Idaho Falls Regional Airport,United States,8,0.0013188262446422684,0.0,0.0003124894699406601
MFR,Rogue Valley International Medford Airport,United States,14,0.0023079459281239697,0.0,0.0029570061525884166
KBZ,Kaikoura Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
RDM,Roberts Field,United States,12,0.0019782393669634025,0.0,0.0016691472250307162
PCN,Picton Aerodrome,New Zealand,0,0.0,0.0,3.2879294820093764e-76
WDH,Hosea Kutako International Airport,Namibia,24,0.003956478733926805,0.000850740779700296,0.0005986011536957753
YWH,Victoria Harbour Seaplane Base,Canada,2,0.0003297065611605671,0.0,1.1032460622487885e-68
TNA,Yaoqiang Airport,China,80,0.013188262446422684,3.759144056760629e-05,0.01495070123799758
CZX,Changzhou Benniu Airport,China,36,0.005934718100890208,0.0,0.0022070279807243796
YBP,Yibin Caiba Airport,China,14,0.0023079459281239697,0.0,0.0005969803466692339
TJM,Roshchino International Airport,Russia,37,0.006099571381470491,0.0002763636818301786,6.650233827925932e-05
CAK,Akron Canton Regional Airport,United States,22,0.0036267721727662383,0.0,0.015778271882765833
HSV,Huntsville International Carl T Jones Field,United States,18,0.002967359050445104,2.9409933979862623e-05,0.017779423605170774
PKB,Mid Ohio Valley Regional Airport,United States,2,0.0003297065611605671,0.0,2.8526782321575777e-05
MGM,Montgomery Regional (Dannelly Field) Airport,United States,6,0.0009891196834817012,0.0,0.005635258688231382
TRI,Tri-Cities Regional TN/VA Airport,United States,8,0.0013188262446422684,0.0,0.004953853597778935
PAH,Barkley Regional Airport,United States,2,0.0003297065611605671,0.0,0.0003558642452221812
JIB,Djibouti-Ambouli Airport,Djibouti,24,0.003956478733926805,0.001009532678323547,0.0002656628153484628
HAK,Haikou Meilan International Airport,China,75,0.012363996043521267,2.2138993739924313e-05,0.012523829816151666
MFA,Mafia Island Airport,Tanzania,0,0.0,0.0,3.2879294820093764e-76
PGA,Page Municipal Airport,United States,6,0.0009891196834817012,0.00017091466253731623,0.00026345566891154524
UII,Utila Airport,Honduras,1,0.00016485328058028355,0.0,2.9722350553473763e-08
FCA,Glacier Park International Airport,United States,10,0.0016485328058028356,0.0,0.0004992443469980559
MBS,MBS International Airport,United States,8,0.0013188262446422684,0.0,0.002607710475660636
BGM,Greater Binghamton/Edwin A Link field,United States,6,0.0009891196834817012,0.0,0.0005571120045713627
BGW,Baghdad International Airport,Iraq,26,0.004286185295087373,0.0002084517409349043,0.00023991963067243626
NNT,Nan Airport,Thailand,4,0.0006594131223211342,0.0,1.0262973865739601e-05
ROI,Roi Et Airport,Thailand,2,0.0003297065611605671,0.0,1.1287409444743543e-06
BFV,Buri Ram Airport,Thailand,2,0.0003297065611605671,0.0,1.1287409444743543e-06
TDX,Trat Airport,Thailand,2,0.0003297065611605671,0.0,5.2463414947877825e-05
BLH,Blythe Airport,United States,0,0.0,0.0,3.2879294820093764e-76
IQA,Al Asad Air Base,Iraq,0,0.0,0.0,3.2879294820093764e-76
TQD,Al Taqaddum Air Base,Iraq,0,0.0,0.0,3.2879294820093764e-76
XQC,Joint Base Balad,Iraq,0,0.0,0.0,3.2879294820093764e-76
CRK,Diosdado Macapagal International Airport,Philippines,16,0.002637652489284537,3.3378372391193434e-05,0.0013630828917985404
SDK,Sandakan Airport,Malaysia,8,0.0013188262446422684,1.848313780619832e-06,0.00011468351647729177
LXG,Luang Namtha Airport,Laos,2,0.0003297065611605671,0.0,1.5032952695170731e-06
ODY,Oudomsay Airport,Laos,2,0.0003297065611605671,0.0,1.5032952695170731e-06
SHE,Taoxian Airport,China,122,0.020112100230794593,0.002012473943532383,0.01396031145498163
DOY,Dongying Shengli Airport,China,12,0.0019782393669634025,0.0,0.00022502697831461324
MNI,John A. Osborne Airport,Montserrat,0,0.0,0.0,3.2879294820093764e-76
PSG,Petersburg James A Johnson Airport,United States,4,0.0006594131223211342,6.333192807123837e-06,1.0674158836539018e-07
LYA,Luoyang Airport,China,18,0.002967359050445104,0.0,0.00021499040814892725
XUZ,Xuzhou Guanyin Airport,China,34,0.00560501153972964,6.414736062151182e-06,0.0005814899372617072
MWQ,Magway Airport,Burma,0,0.0,0.0,3.2879294820093764e-76
KHM,Kanti Airport,Burma,0,0.0,0.0,3.2879294820093764e-76
DLI,Lien Khuong Airport,Vietnam,6,0.0009891196834817012,0.0,7.043527092524558e-05
VDH,Dong Hoi Airport,Vietnam,4,0.0006594131223211342,0.0,1.7106108306683526e-05
VKG,Rach Gia Airport,Vietnam,2,0.0003297065611605671,0.0,9.236615243672986e-06
CAH,Cà Mau Airport,Vietnam,2,0.0003297065611605671,0.0,9.236615243672986e-06
VCL,Chu Lai International Airport,Vietnam,4,0.0006594131223211342,0.0,1.7106108306683526e-05
TBB,Dong Tac Airport,Vietnam,4,0.0006594131223211342,0.0,1.7106108306683526e-05
PYY,Mae Hong Son Airport,Thailand,2,0.0003297065611605671,0.0,9.134232921265247e-06
BWK,Bol Airport,Croatia,2,0.0003297065611605671,0.0,4.9228168496228345e-06
NSI,Yaoundé Nsimalen International Airport,Cameroon,19,0.0031322123310253873,0.0003055289860449592,0.0013067859604429441
CKY,Conakry International Airport,Guinea,16,0.002637652489284537,0.00019608434725575688,0.00040065689249740703
AAH,Aachen-Merzbrück Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
FKB,Karlsruhe Baden-Baden Airport,Germany,36,0.005934718100890208,3.370454541130282e-06,0.0002257062825259796
SFB,Orlando Sanford International Airport,United States,97,0.015990768216287504,0.0007967591448721932,0.00044522858026889114
JST,John Murtha Johnstown Cambria County Airport,United States,4,0.0006594131223211342,0.0,8.911741493645674e-05
LUA,Lukla Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
BHP,Bhojpur Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
LDN,Lamidanda Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
JMO,Jomsom Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
NGX,Manang Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
PPL,Phaplu Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
RUM,Rumjatar Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
DNP,Tulsipur Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
RUK,Rukum Chaurjahari Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
JUM,Jumla Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
TPJ,Taplejung Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
TMI,Tumling Tar Airport,Nepal,2,0.0003297065611605671,0.0,1.7181815091381744e-06
SKH,Surkhet Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
IMK,Simikot Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
DOP,Dolpa Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
BJH,Bajhang Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
DHI,Dhangarhi Airport,Nepal,2,0.0003297065611605671,0.0,1.7181815091381744e-06
MWX,Muan International Airport,South Korea,10,0.0016485328058028356,0.0,0.0003370222438222704
JTY,Astypalaia Airport,Greece,4,0.0006594131223211342,0.0,7.411460110637621e-05
JIK,Ikaria Airport,Greece,5,0.0008242664029014178,2.7181085009115177e-08,8.113914619853956e-05
JKL,Kalymnos Airport,Greece,6,0.0009891196834817012,4.066290317363631e-05,8.139850727449035e-05
MLO,Milos Airport,Greece,2,0.0003297065611605671,0.0,7.380118840939103e-05
JNX,Naxos Airport,Greece,2,0.0003297065611605671,0.0,7.380118840939103e-05
PAS,Paros National Airport,Greece,2,0.0003297065611605671,0.0,7.380118840939103e-05
KZS,Kastelorizo Airport,Greece,2,0.0003297065611605671,0.0,1.3185675210719918e-05
RMF,Marsa Alam International Airport,Egypt,8,0.0013188262446422684,0.0,0.00032278976706683727
NRN,Weeze Airport,Germany,76,0.01252884932410155,0.00013922151741668795,0.00014380638650325723
USU,Francisco B. Reyes Airport,Philippines,4,0.0006594131223211342,0.0,6.741604676359666e-05
BXU,Bancasi Airport,Philippines,4,0.0006594131223211342,0.0,0.0001442963471059449
DPL,Dipolog Airport,Philippines,6,0.0009891196834817012,0.0,6.781777860091455e-05
LAO,Laoag International Airport,Philippines,2,0.0003297065611605671,0.0,6.150424027387859e-05
LGP,Legazpi City International Airport,Philippines,4,0.0006594131223211342,0.0,0.0001442963471059449
OZC,Labo Airport,Philippines,4,0.0006594131223211342,0.0,0.0001442963471059449
CEB,Mactan Cebu International Airport,Philippines,56,0.009231783712495879,0.0015851872871890927,0.005607674970480813
NOD,Norden-Norddeich Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
JUI,Juist Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
BPS,Porto Seguro Airport,Brazil,12,0.0019782393669634025,0.0,0.0001138741173973531
QIG,Iguatu Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
PMW,Brigadeiro Lysias Rodrigues Airport,Brazil,6,0.0009891196834817012,2.057608135190019e-05,2.6533505461415384e-05
CLV,Nelson Ribeiro Guimarães Airport,Brazil,4,0.0006594131223211342,0.0,3.0435944929304245e-07
MSO,Missoula International Airport,United States,14,0.0023079459281239697,0.0,0.0005429295704669203
BKQ,Blackall Airport,Australia,2,0.0003297065611605671,0.0,5.138033760927184e-05
BDB,Bundaberg Airport,Australia,2,0.0003297065611605671,0.0,5.138033760927184e-05
GCN,Grand Canyon National Park Airport,United States,2,0.0003297065611605671,0.0,2.7721071943276585e-07
SGR,Sugar Land Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
APA,Centennial Airport,United States,0,0.0,0.0,3.2879294820093764e-76
CVN,Clovis Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FST,Fort Stockton Pecos County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
LVS,Las Vegas Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
IWS,West Houston Airport,United States,0,0.0,0.0,3.2879294820093764e-76
LRU,Las Cruces International Airport,United States,0,0.0,0.0,3.2879294820093764e-76
BKD,Stephens County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
TPL,Draughon Miller Central Texas Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
OZA,Ozona Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
KDM,Kaadedhdhoo Airport,Maldives,4,0.0006594131223211342,0.0,1.8935012347713605e-06
LAK,Aklavik/Freddie Carmichael Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
YWJ,Déline Airport,Canada,4,0.0006594131223211342,0.0001704797651771704,3.7497639794101606e-07
ZFN,Tulita Airport,Canada,4,0.0006594131223211342,4.3489736014584284e-07,1.972854665250605e-09
YGH,Fort Good Hope Airport,Canada,4,0.0006594131223211342,0.0,1.5849346637811153e-09
TAH,Tanna Airport,Vanuatu,10,0.0016485328058028356,0.0005124042240493348,3.0262481258426345e-07
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Canada,2,0.0003297065611605671,0.0,6.646296796656688e-12
SRZ,El Trompillo Airport,Bolivia,6,0.0009891196834817012,1.6308651005469107e-07,8.707530297422363e-07
SAB,Juancho E. Yrausquin Airport,Netherlands Antilles,3,0.0004945598417408506,0.0,8.621349130287807e-06
EGE,Eagle County Regional Airport,United States,2,0.0003297065611605671,0.0,0.00015146835330326754
SKN,Stokmarknes Skagen Airport,Norway,7,0.0011539729640619848,4.5310868710195e-05,2.5820431711555124e-07
CGF,Cuyahoga County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MFD,Mansfield Lahm Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
CSG,Columbus Metropolitan Airport,United States,2,0.0003297065611605671,0.0,0.00466447971958486
LAW,Lawton Fort Sill Regional Airport,United States,2,0.0003297065611605671,0.0,0.0006821342452801996
FNL,Northern Colorado Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FLG,Flagstaff Pulliam Airport,United States,2,0.0003297065611605671,0.0,0.0004479480957472994
TVL,Lake Tahoe Airport,United States,0,0.0,0.0,3.2879294820093764e-76
TWF,Joslin Field Magic Valley Regional Airport,United States,2,0.0003297065611605671,0.0,5.130257002776789e-05
MVY,Martha's Vineyard Airport,United States,8,0.0013188262446422684,0.00021229786446369409,0.00012230889182396316
CON,Concord Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
GON,Groton New London Airport,United States,0,0.0,0.0,3.2879294820093764e-76
STC,St Cloud Regional Airport,United States,4,0.0006594131223211342,0.0,0.00035611531566941146
BPE,Qinhuangdao Beidaihe Airport,Burma,0,0.0,0.0,3.2879294820093764e-76
GTR,Golden Triangle Regional Airport,United States,2,0.0003297065611605671,0.0,0.00466447971958486
GOJ,Nizhny Novgorod Strigino International Airport,Russia,30,0.004945598417408507,2.6311290288823493e-05,0.00021449394596057244
HQM,Bowerman Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ERI,Erie International Tom Ridge Field,United States,6,0.0009891196834817012,0.0,0.0004966151466737486
HYA,Barnstable Municipal Boardman Polando Field,United States,5,0.0008242664029014178,0.0,0.00012230862084680727
SPR,San Pedro Airport,Belize,2,0.0003297065611605671,0.0,1.1146254095918478e-05
SDX,Sedona Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MGW,Morgantown Municipal Walter L. Bill Hart Field,United States,4,0.0006594131223211342,8.537578801363078e-05,8.90242317243083e-05
CRW,Yeager Airport,United States,12,0.0019782393669634025,0.0,0.01012992526021978
AVP,Wilkes Barre Scranton International Airport,United States,12,0.0019782393669634025,0.0,0.005777545536106992
BJI,Bemidji Regional Airport,United States,2,0.0003297065611605671,0.0,9.444836101699888e-05
THG,Thangool Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
FGI,Fagali'i Airport,Samoa,0,0.0,0.0,3.2879294820093764e-76
BNK,Ballina Byron Gateway Airport,Australia,6,0.0009891196834817012,0.0,0.00022961430204615239
FAR,Hector International Airport,United States,20,0.003297065611605671,0.0,0.005265260022373362
MKC,Charles B. Wheeler Downtown Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RBE,Ratanakiri Airport,Cambodia,0,0.0,0.0,3.2879294820093764e-76
GCC,Gillette Campbell County Airport,United States,6,0.0009891196834817012,0.0,0.00020298450577349285
TOF,Bogashevo Airport,Russia,8,0.0013188262446422684,1.7450256575851945e-05,3.929788219553129e-05
NZJ,El Toro Marine Corps Air Station,United States,0,0.0,0.0,3.2879294820093764e-76
PHY,Phetchabun Airport,Thailand,0,0.0,0.0,3.2879294820093764e-76
CJM,Chumphon Airport,Thailand,2,0.0003297065611605671,0.0,1.1287409444743543e-06
JZH,Jiuzhai Huanglong Airport,China,10,0.0016485328058028356,0.0,0.0027069628845673975
SWA,Jieyang Chaoshan International Airport,China,47,0.007748104187273327,1.0804481291123284e-05,0.0018923184288494061
GEO,Cheddi Jagan International Airport,Guyana,14,0.0023079459281239697,0.0003436776388552523,0.0008750728547647358
AGT,Guarani International Airport,Paraguay,4,0.0006594131223211342,0.0,9.179066956015313e-05
OGL,Eugene F. Correira International Airport,Guyana,2,0.0003297065611605671,0.0,1.7309678135713594e-06
KAI,Kaieteur International Airport,Guyana,0,0.0,0.0,3.2879294820093764e-76
DNH,Dunhuang Airport,China,8,0.0013188262446422684,0.0,0.0002392142315910872
AOI,Ancona Falconara Airport,Italy,20,0.003297065611605671,1.9978097481699656e-06,0.00018047242845003979
TCP,Taba International Airport,Egypt,0,0.0,0.0,3.2879294820093764e-76
LYB,Edward Bodden Airfield,Cayman Islands,4,0.0006594131223211342,0.0,5.296736421928308e-06
BJV,Milas Bodrum International Airport,Turkey,41,0.006758984503791626,0.0,0.0013403664228333193
TBJ,Tabarka 7 Novembre Airport,Tunisia,0,0.0,0.0,3.2879294820093764e-76
SAW,Sabiha Gökçen International Airport,Turkey,194,0.03198153643257501,0.002353895552331879,0.0029291312527050767
SCE,University Park Airport,United States,8,0.0013188262446422684,0.0,0.0009129762497935439
BME,Broome International Airport,Australia,15,0.0024727992087042534,6.901277483814343e-05,8.432856002565872e-05
NTL,Newcastle Airport,Australia,10,0.0016485328058028356,0.00010576160177046715,0.00019403293082019484
KLU,Klagenfurt Airport,Austria,8,0.0013188262446422684,0.0,0.00016420668973064463
HFT,Hammerfest Airport,Norway,16,0.002637652489284537,0.0006255726714847858,2.554009909113674e-07
HVG,Valan Airport,Norway,5,0.0008242664029014178,0.0,2.694300207972807e-10
MEH,Mehamn Airport,Norway,10,0.0016485328058028356,1.0682166408582264e-05,5.984817654496176e-10
VDS,Vadsø Airport,Norway,14,0.0023079459281239697,0.00016088484216895274,3.1231633387788836e-07
IKA,Imam Khomeini International Airport,Iran,87,0.014342235410484669,0.002909572063715725,0.0026467735531641124
MHD,Mashhad International Airport,Iran,74,0.012199142762940983,0.0020511662180428586,0.00019653110343704062
UIK,Ust-Ilimsk Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
MEI,Key Field,United States,2,0.0003297065611605671,0.0,0.0005182755243983177
SPI,Abraham Lincoln Capital Airport,United States,4,0.0006594131223211342,0.0,0.0010386562834657305
CEZ,Cortez Municipal Airport,United States,2,0.0003297065611605671,0.0,0.00015146835330326754
HDN,Yampa Valley Airport,United States,2,0.0003297065611605671,0.0,0.00015146835330326754
GUP,Gallup Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
LBL,Liberal Mid-America Regional Airport,United States,4,0.0006594131223211342,0.0,0.00015291645295900834
LAA,Lamar Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
GLD,Renner Field-Goodland Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
COD,Yellowstone Regional Airport,United States,4,0.0006594131223211342,0.0,0.00020277092333103542
HOV,"Ørsta-Volda Airport, Hovden",Norway,8,0.0013188262446422684,3.8053519012761246e-07,1.68546600963482e-05
ISC,St. Mary's Airport,United Kingdom,6,0.0009891196834817012,0.00017091466253731623,1.2172111576176118e-06
SGF,Springfield Branson National Airport,United States,18,0.002967359050445104,9.687338697248649e-05,0.008811497535987227
NVK,Narvik Framnes Airport,Norway,2,0.0003297065611605671,0.0,6.425192369166226e-08
BVG,Berlevåg Airport,Norway,8,0.0013188262446422684,6.689265020743245e-05,2.7012407510466063e-10
FBU,"Oslo, Fornebu Airport",Norway,0,0.0,0.0,3.2879294820093764e-76
NSK,Norilsk-Alykel Airport,Russia,21,0.0034619188921859545,4.077162751367277e-07,5.2063137552653186e-05
AAQ,Anapa Vityazevo Airport,Russia,6,0.0009891196834817012,0.0,2.1945473343500295e-05
JLN,Joplin Regional Airport,United States,2,0.0003297065611605671,0.0,0.0006821342452801996
ABE,Lehigh Valley International Airport,United States,18,0.002967359050445104,0.0,0.005791359206449763
XNA,Northwest Arkansas Regional Airport,United States,28,0.004615891856247939,0.0,0.019127123502861068
GUW,Atyrau Airport,Kazakhstan,14,0.0023079459281239697,0.00010114081731891758,8.423176027486871e-05
KZO,Kzyl-Orda Southwest Airport,Kazakhstan,8,0.0013188262446422684,1.2258669339110945e-05,4.086143895090653e-06
SBN,South Bend Regional Airport,United States,18,0.002967359050445104,1.663482402557849e-05,0.005309725108471494
BKA,Bykovo Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
ARH,Talagi Airport,Russia,12,0.0019782393669634025,0.000813230882387717,5.858691647488589e-05
RTW,Saratov Central Airport,Russia,10,0.0016485328058028356,0.0,2.9007510188120082e-05
NUX,Novy Urengoy Airport,Russia,20,0.003297065611605671,1.6308651005469107e-07,9.424853624406168e-05
NOJ,Noyabrsk Airport,Russia,10,0.0016485328058028356,0.0,8.627642147744364e-06
SCO,Aktau Airport,Kazakhstan,34,0.00560501153972964,0.0004910534817746748,6.301899853519889e-05
UCT,Ukhta Airport,Russia,8,0.0013188262446422684,7.749327336098737e-05,8.553773846620909e-06
USK,Usinsk Airport,Russia,4,0.0006594131223211342,1.5221407605104498e-06,7.069064916201249e-08
PEX,Pechora Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
NNM,Naryan Mar Airport,Russia,6,0.0009891196834817012,0.0005136409634172495,3.1842809210892874e-07
PKV,Pskov Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
KGP,Kogalym International Airport,Russia,2,0.0003297065611605671,0.0,1.0467244289591381e-06
KJA,Yemelyanovo Airport,Russia,57,0.009396636993076163,0.001250791988864453,0.0007253866552213766
KGF,Sary-Arka Airport,Kazakhstan,12,0.0019782393669634025,5.4362170018230355e-08,3.138539074972608e-05
URJ,Uray Airport,Russia,6,0.0009891196834817012,1.060062315355492e-06,1.1269785289027548e-06
IWA,Ivanovo South Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
CGQ,Longjia Airport,China,56,0.009231783712495879,1.61183834104053e-05,0.007012988001684025
KIJ,Niigata Airport,Japan,20,0.003297065611605671,0.0003169586322912921,0.0008191311083242673
JON,Johnston Atoll Airport,Johnston Atoll,0,0.0,0.0,3.2879294820093764e-76
SMD,Smith Field,United States,0,0.0,0.0,3.2879294820093764e-76
ACV,California Redwood Coast-Humboldt County Airport,United States,6,0.0009891196834817012,0.00011070855924212612,0.0001797593894759577
OAJ,Albert J Ellis Airport,United States,6,0.0009891196834817012,0.0,0.0051854379356418515
TCL,Tuscaloosa Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
DBQ,Dubuque Regional Airport,United States,2,0.0003297065611605671,0.0,0.0014234569808887249
HHP,Shun Tak Heliport,Hong Kong,0,0.0,0.0,3.2879294820093764e-76
ATD,Uru Harbour Airport,Solomon Islands,2,0.0003297065611605671,0.0,8.14939369353498e-08
AKS,Gwaunaru'u Airport,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
BAS,Ballalae Airport,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
FRE,Fera/Maringe Airport,Solomon Islands,3,0.0004945598417408506,0.0,8.14939369353498e-08
MBU,Babanakira Airport,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
IRA,Ngorangora Airport,Solomon Islands,6,0.0009891196834817012,5.4362170018230355e-08,8.166588808514001e-08
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Solomon Islands,2,0.0003297065611605671,0.0,8.14939369353498e-08
MUA,Munda Airport,Solomon Islands,8,0.0013188262446422684,8.55252839811809e-05,8.175213586603743e-08
GZO,Nusatupe Airport,Solomon Islands,9,0.001483679525222552,8.547092181116267e-05,8.18381120142064e-08
MNY,Mono Airport,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
RNL,Rennell/Tingoa Airport,Solomon Islands,2,0.0003297065611605671,0.0,8.14939369353498e-08
RUS,Marau Airport,Solomon Islands,2,0.0003297065611605671,0.0,8.14939369353498e-08
VAO,Suavanao Airport,Solomon Islands,4,0.0006594131223211342,0.0,8.166588837253368e-08
KGE,Kaghau Airport,Solomon Islands,4,0.0006594131223211342,0.0,8.15800939801064e-08
RBV,Ramata Airport,Solomon Islands,4,0.0006594131223211342,5.4362170018230355e-08,8.15800035322659e-08
BUA,Buka Airport,Papua New Guinea,5,0.0008242664029014178,8.154325502734554e-08,6.125054219878388e-07
CMU,Chimbu Airport,Papua New Guinea,2,0.0003297065611605671,0.0,5.860080653527588e-07
DAU,Daru Airport,Papua New Guinea,6,0.0009891196834817012,0.0,2.3490101197908194e-06
GUR,Gurney Airport,Papua New Guinea,6,0.0009891196834817012,0.00017076516656976611,2.3465195804767963e-06
PNP,Girua Airport,Papua New Guinea,6,0.0009891196834817012,7.610703802552249e-07,2.3490075178800214e-06
HKN,Kimbe Airport,Papua New Guinea,6,0.0009891196834817012,0.0,2.380523188102382e-06
UNG,Kiunga Airport,Papua New Guinea,7,0.0011539729640619848,1.3590542504557588e-07,2.348986012803021e-06
KRI,Kikori Airport,Papua New Guinea,0,0.0,0.0,3.2879294820093764e-76
KMA,Kerema Airport,Papua New Guinea,0,0.0,0.0,3.2879294820093764e-76
KVG,Kavieng Airport,Papua New Guinea,6,0.0009891196834817012,0.0,6.131238594744022e-07
MDU,Mendi Airport,Papua New Guinea,2,0.0003297065611605671,0.0,5.860080653527588e-07
MAS,Momote Airport,Papua New Guinea,10,0.0016485328058028356,5.436217001823035e-07,5.964070808719833e-07
MXH,Moro Airport,Papua New Guinea,5,0.0008242664029014178,0.0,5.909730002191411e-07
MIS,Misima Island Airport,Papua New Guinea,3,0.0004945598417408506,2.7181085009115177e-08,9.897015153094688e-09
TIZ,Tari Airport,Papua New Guinea,5,0.0008242664029014178,0.0,2.3465229389440782e-06
