IATA,Nome,País,Grau,DC,BC,EC
SHI,Shimojishima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
TRA,Tarama Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
RNJ,Yoron Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
OGN,Yonaguni Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
MNL,Ninoy Aquino International Airport,Philippines,154,0.025387405209363667,0.008469354277990199,0.014583281316475854
CBO,Awang Airport,Philippines,2,0.0003297065611605671,0.0,0.0001383845406162268
PAG,Pagadian Airport,Philippines,4,0.0006594131223211342,0.0,2.128786655818773e-05
GES,General Santos International Airport,Philippines,6,0.0009891196834817012,0.0,0.00014456404134106669
ZAM,Zamboanga International Airport,Philippines,8,0.0013188262446422684,0.00017091466253731623,0.00014469824003401436
BAG,Loakan Airport,Philippines,0,0.0,0.0,3.2879294820093764e-76
DTE,Daet Airport,Philippines,0,0.0,0.0,3.2879294820093764e-76
SJI,San Jose Airport,Philippines,2,0.0003297065611605671,0.0,1.5376060068469648e-05
MBO,Mamburao Airport,Philippines,0,0.0,0.0,3.2879294820093764e-76
BQA,Dr.Juan C. Angara Airport,Philippines,0,0.0,0.0,3.2879294820093764e-76
TAC,Daniel Z. Romualdez Airport,Philippines,4,0.0006594131223211342,0.0,0.00025192876758523247
BCD,Bacolod-Silay Airport,Philippines,6,0.0009891196834817012,0.0,0.00014469807894326278
DGT,Sibulan Airport,Philippines,4,0.0006594131223211342,0.0,0.0001442963471059449
MPH,Godofredo P. Ramos Airport,Philippines,4,0.0006594131223211342,0.0,0.0001442963471059449
ILO,Iloilo International Airport,Philippines,14,0.0023079459281239697,0.00010568005851543981,0.00025377581281932034
KLO,Kalibo International Airport,Philippines,16,0.002637652489284537,2.0711986776945764e-05,0.0016710751424427173
PPS,Puerto Princesa Airport,Philippines,10,0.0016485328058028356,0.00019501069439789684,0.0003960549313824449
EUQ,Evelio Javier Airport,Philippines,0,0.0,0.0,3.2879294820093764e-76
COC,Comodoro Pierrestegui Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
GHU,Gualeguaychu Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
JNI,Junin Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
PRA,General Urquiza Airport,Argentina,2,0.0003297065611605671,0.0,1.0835500679795922e-06
ROS,Islas Malvinas Airport,Argentina,10,0.0016485328058028356,3.669446476230549e-05,9.850968572702523e-05
SFN,Sauce Viejo Airport,Argentina,2,0.0003297065611605671,0.0,1.0835500679795922e-06
AEP,Jorge Newbery Airpark,Argentina,85,0.014012528849324102,0.0044743327655204675,0.00025743451478049234
COR,Ingeniero Ambrosio Taravella Airport,Argentina,22,0.0036267721727662383,0.0016783912276853484,7.891404064509135e-05
FDO,San Fernando Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
LPG,La Plata Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
EPA,El Palomar Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
HOS,Chos Malal Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
GNR,Dr. Arturo H. Illia Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
MDZ,El Plumerillo Airport,Argentina,15,0.0024727992087042534,0.0007932256038210082,2.0551349046839775e-05
LGS,Comodoro D.R. Salomón Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
AFA,Suboficial Ay Santiago Germano Airport,Argentina,4,0.0006594131223211342,8.538937855613532e-05,2.711725498469194e-07
CTC,Catamarca Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
IRJ,Capitan V A Almonacid Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
TUC,Teniente Benjamin Matienzo Airport,Argentina,2,0.0003297065611605671,0.0,1.0835500679795922e-06
UAQ,Domingo Faustino Sarmiento Airport,Argentina,3,0.0004945598417408506,0.0,1.0835500679795922e-06
RCU,Area De Material Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
VDR,Villa Dolores Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
VME,Villa Reynolds Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,Argentina,3,0.0004945598417408506,0.0,2.7117284975177856e-07
CNQ,Corrientes Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
RES,Resistencia International Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
FMA,Formosa Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
IGR,Cataratas Del Iguazú International Airport,Argentina,6,0.0009891196834817012,0.0,1.0779336719987574e-05
AOL,Paso De Los Libres Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
MCS,Monte Caseros Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
PSS,Libertador Gral D Jose De San Martin Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
PRQ,Termal Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
SLA,Martin Miguel De Guemes International Airport,Argentina,8,0.0013188262446422684,0.0,2.553992065870424e-06
JUJ,Gobernador Horacio Guzman International Airport,Argentina,4,0.0006594131223211342,0.0,3.5392455867439344e-07
ORA,Orán Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
ELO,El Dorado Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
OYA,Goya Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
RCQ,Reconquista Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
UZU,Curuzu Cuatia Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
EHL,El Bolson Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
CRD,General E. Mosconi Airport,Argentina,10,0.0016485328058028356,0.00028754869831142945,1.1119038054505386e-06
EQS,Brigadier Antonio Parodi Airport,Argentina,6,0.0009891196834817012,0.0,2.928358483029592e-07
REL,Almirante Marco Andres Zar Airport,Argentina,11,0.0018133860863831191,0.00018424698473428722,9.966594177952919e-06
VDM,Gobernador Castello Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
PMY,El Tehuelche Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
PUD,Puerto Deseado Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
RGA,Hermes Quijada International Airport,Argentina,4,0.0006594131223211342,0.0,2.7204051506853466e-07
RGL,Piloto Civil N. Fernández Airport,Argentina,9,0.001483679525222552,0.00029356930864094845,1.095778462112493e-06
USH,Malvinas Argentinas Airport,Argentina,7,0.0011539729640619848,4.892595301640732e-07,1.0942182465454844e-05
ULA,Capitan D Daniel Vazquez Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
PMQ,Perito Moreno Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
RZA,Santa Cruz Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
BHI,Comandante Espora Airport,Argentina,6,0.0009891196834817012,4.62078445154958e-07,1.0951786576933042e-06
CSZ,Brigadier D.H.E. Ruiz Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
OVR,Olavarria Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
GPO,General Pico Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
OYO,Tres Arroyos Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
MDQ,Ástor Piazzola International Airport,Argentina,4,0.0006594131223211342,0.0,1.0847024349277155e-06
NQN,Presidente Peron Airport,Argentina,6,0.0009891196834817012,0.0003564935204370501,1.1747296986021675e-06
PEH,Comodoro Pedro Zanni Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
RSA,Santa Rosa Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
BRC,San Carlos De Bariloche Airport,Argentina,12,0.0019782393669634025,0.00014537803317125252,1.089210672117361e-05
TDL,Héroes De Malvinas Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
VLG,Villa Gesell Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
CUT,Cutral-Co Airport,Argentina,0,0.0,0.0,3.2879294820093764e-76
CPC,Aviador C. Campos Airport,Argentina,2,0.0003297065611605671,0.0,2.7088751699489806e-07
CDJ,Conceição do Araguaia Airport,Brazil,2,0.0003297065611605671,8.559323669370369e-05,3.413652006720966e-11
AQA,Araraquara Airport,Brazil,2,0.0003297065611605671,0.0,1.8523751195932462e-07
AJU,Santa Maria Airport,Brazil,16,0.002637652489284537,3.2617302010938214e-07,0.0001456743773731676
AFL,Piloto Osvaldo Marques Dias Airport,Brazil,2,0.0003297065611605671,0.0,4.3506464600928205e-07
ARU,Araçatuba Airport,Brazil,4,0.0006594131223211342,0.0,2.20974250415066e-05
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Brazil,34,0.00560501153972964,0.0033360704685937515,0.00031726240757585063
BGX,Comandante Gustavo Kraemer Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
PLU,Pampulha - Carlos Drummond de Andrade Airport,Brazil,23,0.0037916254533465216,0.0005705581554263367,2.3348858013367208e-05
BFH,Bacacheri Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
BSB,Presidente Juscelino Kubistschek International Airport,Brazil,89,0.014671941971645236,0.002389856127798938,0.0026907770205579938
BAU,Bauru Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
BVB,Atlas Brasil Cantanhede Airport,Brazil,2,0.0003297065611605671,0.0,1.4755713618762415e-05
BPG,Barra do Garças Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
CAC,Cascavel Airport,Brazil,6,0.0009891196834817012,0.0,2.3343387908093867e-05
CNF,Tancredo Neves International Airport,Brazil,66,0.010880316518298714,0.0008946925941600352,0.0017735192898856221
CGR,Campo Grande Airport,Brazil,20,0.003297065611605671,0.00029725234565968357,0.00023859672709104773
XAP,Serafin Enoss Bertaso Airport,Brazil,8,0.0013188262446422684,0.0,3.4224529353250407e-06
CLN,Brig. Lysias Augusto Rodrigues Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
CCM,Diomício Freitas Airport,Brazil,4,0.0006594131223211342,0.0,5.155288003458098e-07
CAW,Bartolomeu Lisandro Airport,Brazil,6,0.0009891196834817012,7.678656515075038e-05,3.0321998429521876e-07
CMG,Corumbá International Airport,Brazil,2,0.0003297065611605671,0.0,2.5106459369983176e-07
CWB,Afonso Pena Airport,Brazil,47,0.007748104187273327,0.0015608194444784208,0.0011841148608079406
CRQ,Caravelas Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
CXJ,Hugo Cantergiani Regional Airport,Brazil,6,0.0009891196834817012,0.0,1.5503223158803067e-06
CGB,Marechal Rondon Airport,Brazil,36,0.005934718100890208,0.0013147762629759103,0.00041345905574846577
CZS,Cruzeiro do Sul Airport,Brazil,2,0.0003297065611605671,0.0,1.201311766281702e-08
PPB,Presidente Prudente Airport,Brazil,4,0.0006594131223211342,0.0,3.0435944929304245e-07
MAO,Eduardo Gomes International Airport,Brazil,36,0.005934718100890208,0.003688500416821939,0.0015581606565380917
JCR,Jacareacanga Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
IGU,Cataratas International Airport,Brazil,14,0.0023079459281239697,8.314693904288332e-05,0.00021909056778525904
FLN,Hercílio Luz International Airport,Brazil,24,0.003956478733926805,0.00015566607384720263,0.0003138901985914723
FEN,Fernando de Noronha Airport,Brazil,4,0.0006594131223211342,0.0,8.95731554454507e-06
FOR,Pinto Martins International Airport,Brazil,36,0.005934718100890208,0.004580882618756199,0.00044154231898551623
GIG,Rio Galeão – Tom Jobim International Airport,Brazil,99,0.016320474777448073,0.0028761121480695043,0.009523618399309033
GJM,Guajará-Mirim Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
GYN,Santa Genoveva Airport,Brazil,22,0.0036267721727662383,6.686546912242334e-06,0.0002468713909944796
GRU,Guarulhos - Governador André Franco Montoro International Airport,Brazil,182,0.030003297065611605,0.007649980470390421,0.02082328537462092
GUJ,Guaratinguetá Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
ATM,Altamira Airport,Brazil,5,0.0008242664029014178,0.0,1.3596386867940786e-06
ITA,Itacoatiara Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
ITB,Itaituba Airport,Brazil,2,0.0003297065611605671,0.0,9.72358049769435e-08
IOS,Bahia - Jorge Amado Airport,Brazil,14,0.0023079459281239697,0.0,4.7264949037581106e-05
IPN,Usiminas Airport,Brazil,6,0.0009891196834817012,0.00013568797636550296,2.3802893361213825e-05
ITR,Francisco Vilela do Amaral Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
IMP,Prefeito Renato Moreira Airport,Brazil,9,0.001483679525222552,0.00021002824386543296,1.4174796269766e-05
JDF,Francisco de Assis Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
JPA,Presidente Castro Pinto International Airport,Brazil,12,0.0019782393669634025,0.0,0.00020621782847734472
JOI,Lauro Carneiro de Loyola Airport,Brazil,8,0.0013188262446422684,0.0,2.3244000194073984e-05
CPV,Presidente João Suassuna Airport,Brazil,4,0.0006594131223211342,0.0,4.111169846696001e-06
VCP,Viracopos International Airport,Brazil,102,0.016815034619188922,0.0022216188021350197,0.0001760402725375644
LAJ,Lages Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
LIP,Lins Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
LDB,Governador José Richa Airport,Brazil,14,0.0023079459281239697,1.1850953063974217e-05,0.00010938775805670529
LAZ,Bom Jesus da Lapa Airport,Brazil,2,0.0003297065611605671,8.551169343867634e-05,2.2450331527804e-06
MAB,João Correa da Rocha Airport,Brazil,12,0.0019782393669634025,0.0008266039762122017,3.083574358717437e-05
MEU,Monte Dourado Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
MGF,Regional de Maringá - Sílvio Nane Junior Airport,Brazil,16,0.002637652489284537,0.00021155038462594342,3.490153283628226e-05
MOC,Mário Ribeiro Airport,Brazil,4,0.0006594131223211342,0.0,7.489115913413352e-06
PLL,Ponta Pelada Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
MCZ,Zumbi dos Palmares Airport,Brazil,14,0.0023079459281239697,0.0,0.0002742539393243707
MCP,Alberto Alcolumbre Airport,Brazil,2,0.0003297065611605671,0.0,3.004491904987146e-06
MVF,Dix-Sept Rosado Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
MNX,Manicoré Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
NVT,Ministro Victor Konder International Airport,Brazil,10,0.0016485328058028356,0.0,9.900192855044649e-05
GEL,Santo Ângelo Airport,Brazil,4,0.0006594131223211342,8.540296909863988e-05,3.5253965776874924e-09
NAT,Governador Aluízio Alves International Airport,Brazil,19,0.0031322123310253873,0.00014637014277408522,0.0003082620159133031
OYK,Oiapoque Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
POA,Salgado Filho Airport,Brazil,52,0.008572370590174745,0.0013153878373886154,0.0006368092816361418
PHB,Prefeito Doutor João Silva Filho Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
PFB,Lauro Kurtz Airport,Brazil,8,0.0013188262446422684,4.6207844515495804e-05,2.477850753531829e-05
PET,João Simões Lopes Neto International Airport,Brazil,2,0.0003297065611605671,0.0,6.700874032325109e-07
PNZ,Senador Nilo Coelho Airport,Brazil,8,0.0013188262446422684,2.8213966239461555e-05,1.3713623477806977e-05
PNB,Porto Nacional Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
PMG,Ponta Porã Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
PVH,Governador Jorge Teixeira de Oliveira Airport,Brazil,8,0.0013188262446422684,0.0010133108491398137,2.1847017291577654e-05
RBR,Plácido de Castro Airport,Brazil,6,0.0009891196834817012,0.00017091466253731623,1.1417249657477384e-05
REC,Guararapes - Gilberto Freyre International Airport,Brazil,36,0.005934718100890208,0.0004194041416906472,0.00205109790994208
SDU,Santos Dumont Airport,Brazil,36,0.005934718100890208,0.0004181538117802279,0.00013841454234501724
RAO,Leite Lopes Airport,Brazil,24,0.003956478733926805,0.00020472793228865552,0.00022374658153489365
SNZ,Santa Cruz Air Force Base,Brazil,0,0.0,0.0,3.2879294820093764e-76
SJK,Professor Urbano Ernesto Stumpf Airport,Brazil,4,0.0006594131223211342,0.0,6.071490317866418e-07
SLZ,Marechal Cunha Machado International Airport,Brazil,16,0.002637652489284537,0.00047001532197761965,0.00014661335896120535
CGH,Congonhas Airport,Brazil,52,0.008572370590174745,3.9874651708371965e-05,0.00011321137617809189
SJP,Prof. Eribelto Manoel Reino State Airport,Brazil,12,0.0019782393669634025,2.446297650820366e-06,2.7601887776751234e-05
SSZ,Base Aérea de Santos Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
SSA,Deputado Luiz Eduardo Magalhães International Airport,Brazil,58,0.009561490273656445,0.0021505266742936793,0.002133582894539481
TMT,Trombetas Airport,Brazil,2,0.0003297065611605671,0.0,2.4308951244235876e-08
THE,Senador Petrônio Portela Airport,Brazil,12,0.0019782393669634025,0.00012187998518087246,0.00010565334358659646
TFF,Tefé Airport,Brazil,10,0.0016485328058028356,0.0006833324771291556,1.6395309952993286e-06
TRQ,Tarauacá Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
TEC,Telêmaco Borba Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
TBT,Tabatinga Airport,Brazil,2,0.0003297065611605671,0.0,1.6395237354180459e-06
TUR,Tucuruí Airport,Brazil,2,0.0003297065611605671,0.0,3.244505710874969e-08
SJL,São Gabriel da Cachoeira Airport,Brazil,2,0.0003297065611605671,0.0,1.7250786564460307e-09
PAV,Paulo Afonso Airport,Brazil,2,0.0003297065611605671,0.0,2.2450331527804e-06
URG,Rubem Berta Airport,Brazil,2,0.0003297065611605671,0.0,2.820318667098714e-09
UDI,Ten. Cel. Aviador César Bombonato Airport,Brazil,18,0.002967359050445104,0.00026286827312315287,0.00021798579801067931
UBA,Mário de Almeida Franco Airport,Brazil,8,0.0013188262446422684,0.0,2.419293918306793e-05
VAG,Major Brigadeiro Trompowsky Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
BVH,Brigadeiro Camarão Airport,Brazil,2,0.0003297065611605671,0.0,4.3506464600928205e-07
VIX,Eurico de Aguiar Salles Airport,Brazil,18,0.002967359050445104,0.00020663060823929359,0.00014898306366227252
QPS,Campo Fontenelle Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
ARI,Chacalluta Airport,Chile,7,0.0011539729640619848,0.0,1.0659628893102463e-05
BBA,Balmaceda Airport,Chile,6,0.0009891196834817012,0.0,9.790764554470843e-06
CCH,Chile Chico Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
CJC,El Loa Airport,Chile,6,0.0009891196834817012,0.0,3.85719211989506e-05
YAI,Gral. Bernardo O´Higgins Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
PUQ,Pdte. Carlos Ibañez del Campo Airport,Chile,8,0.0013188262446422684,8.669407063657285e-05,1.0237387965999843e-05
GXQ,Teniente Vidal Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
IQQ,Diego Aracena Airport,Chile,10,0.0016485328058028356,0.0006071167147635966,8.80215514154208e-05
SCL,Comodoro Arturo Merino Benítez International Airport,Chile,77,0.012693702604681834,0.00646685579265616,0.008954231077656843
ANF,Andrés Sabella Gálvez International Airport,Chile,11,0.0018133860863831191,0.00024805458179318513,0.00017113379008420787
WPR,Capitan Fuentes Martinez Airport Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
FFU,Futaleufú Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
LSQ,María Dolores Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
WPU,Guardiamarina Zañartu Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
CCP,Carriel Sur Airport,Chile,8,0.0013188262446422684,8.640866924397715e-05,3.781844551089374e-05
IPC,Mataveri Airport,Chile,4,0.0006594131223211342,0.0007037998341410192,1.9981641739311597e-05
ZOS,Cañal Bajo Carlos - Hott Siebert Airport,Chile,2,0.0003297065611605671,0.0,9.42231866193216e-06
VLR,Vallenar Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
QRC,De La Independencia Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
TNM,Teniente Rodolfo Marsh Martin Base,Antarctica,0,0.0,0.0,3.2879294820093764e-76
LSC,La Florida Airport,Chile,6,0.0009891196834817012,0.0,3.857192119895059e-05
PZS,Maquehue Airport,Chile,4,0.0006594131223211342,0.0,3.77290688222744e-05
PMC,El Tepual Airport,Chile,10,0.0016485328058028356,0.0001718524099701307,8.497891484613977e-05
WCH,Chaitén Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
ZAL,Pichoy Airport,Chile,4,0.0006594131223211342,8.53350163861171e-05,4.97087397030188e-08
ATF,Chachoán Airport,Ecuador,0,0.0,0.0,3.2879294820093764e-76
OCC,Francisco De Orellana Airport,Ecuador,4,0.0006594131223211342,0.00013190980554923595,1.0812314290253806e-05
CUE,Mariscal Lamar Airport,Ecuador,4,0.0006594131223211342,0.0,1.3354212054274003e-05
GPS,Seymour Airport,Ecuador,2,0.0003297065611605671,0.0,1.0178348886234545e-05
GYE,José Joaquín de Olmedo International Airport,Ecuador,37,0.006099571381470491,0.000564496773469304,0.002418209544804468
LTX,Cotopaxi International Airport,Ecuador,4,0.0006594131223211342,3.8053519012761246e-07,2.55596421260432e-06
MRR,Jose Maria Velasco Ibarra Airport,Ecuador,0,0.0,0.0,3.2879294820093764e-76
XMS,Coronel E Carvajal Airport,Ecuador,2,0.0003297065611605671,8.551169343867634e-05,2.702406208178842e-06
